onset	duration	sample	trial_type	response_time	stim_file	value	block	currentBlockNr	condition	training	box	trial_nr	normal_or_conflict	cube	isiTime	reaction_time	vibroFeedback	vibroFeedbackDuration	visualFeedback	ipq_question_nr_1_answer	ipq_question_nr_2_answer	ipq_question_nr_3_answer	ipq_question_nr_4_answer
0.1860000000	n/a	n/a	block_start	n/a	n/a	n/a	start	1	vibro	false	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.4060000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	1	normal	CubeLeft (UnityEngine.GameObject)	1.724326	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.3540000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.3580000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	1	normal	CubeLeft (UnityEngine.GameObject)	1.724326	0.9386394	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.4700000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1117282	n/a	n/a	n/a	n/a	n/a
5.8480000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
7.3900000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	2	normal	CubeMiddle (UnityEngine.GameObject)	1.532965	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.4360000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.4400000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	2	normal	CubeMiddle (UnityEngine.GameObject)	1.532965	1.037156	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.5360000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1032699	n/a	n/a	n/a	n/a	n/a
10.9300000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
12.1000000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	3	normal	CubeLeft (UnityEngine.GameObject)	1.163727	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.0040000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.0080000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	3	normal	CubeLeft (UnityEngine.GameObject)	1.163727	0.8948512	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.1180000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1103214	n/a	n/a	n/a	n/a	n/a
15.4960000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
16.7680000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	4	conflict	CubeMiddle (UnityEngine.GameObject)	1.271623	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.3620000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.3660000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	4	conflict	CubeMiddle (UnityEngine.GameObject)	1.271623	0.5809379	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.4620000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1003402	n/a	n/a	n/a	n/a	n/a
19.8520000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
21.3480000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	5	normal	CubeLeft (UnityEngine.GameObject)	1.492364	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.2960000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.3000000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	5	normal	CubeLeft (UnityEngine.GameObject)	1.492364	0.9386265	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.4000000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1000612	n/a	n/a	n/a	n/a	n/a
24.7900000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
26.7000000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	6	normal	CubeMiddle (UnityEngine.GameObject)	1.903313	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.5360000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.5420000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	6	normal	CubeMiddle (UnityEngine.GameObject)	1.903313	0.8267851	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.6380000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1011919	n/a	n/a	n/a	n/a	n/a
30.0280000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
31.2780000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	7	normal	CubeRight (UnityEngine.GameObject)	1.242406	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.9920000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.9960000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	7	normal	CubeRight (UnityEngine.GameObject)	1.242406	0.7038679	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.0940000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1030108	n/a	n/a	n/a	n/a	n/a
34.4840000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
35.5240000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	8	normal	CubeLeft (UnityEngine.GameObject)	1.035006	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.6840000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.6880000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	8	normal	CubeLeft (UnityEngine.GameObject)	1.035006	1.150741	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.7840000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1010635	n/a	n/a	n/a	n/a	n/a
39.1740000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
40.3820000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	9	conflict	CubeMiddle (UnityEngine.GameObject)	1.195461	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.9620000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.9660000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	9	conflict	CubeMiddle (UnityEngine.GameObject)	1.195461	0.569356	n/a	n/a	n/a	n/a	n/a	n/a	n/a
41.0640000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1038886	n/a	n/a	n/a	n/a	n/a
43.4520000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
44.6800000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	10	normal	CubeLeft (UnityEngine.GameObject)	1.224597	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.5160000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.5220000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	10	normal	CubeLeft (UnityEngine.GameObject)	1.224597	0.8259971	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.6180000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1017742	n/a	n/a	n/a	n/a	n/a
48.0100000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
49.5620000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	11	conflict	CubeRight (UnityEngine.GameObject)	1.552389	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.1200000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.1240000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	11	conflict	CubeRight (UnityEngine.GameObject)	1.552389	0.5475852	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.2220000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1011864	n/a	n/a	n/a	n/a	n/a
52.6120000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
54.6100000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	12	normal	CubeMiddle (UnityEngine.GameObject)	1.997462	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.4920000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.4960000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	12	normal	CubeMiddle (UnityEngine.GameObject)	1.997462	0.8711882	n/a	n/a	n/a	n/a	n/a	n/a	n/a
