onset	duration	sample	trial_type	response_time	stim_file	value	block	currentBlockNr	condition	training	box	trial_nr	normal_or_conflict	cube	isiTime	reaction_time	vibroFeedback	vibroFeedbackDuration	visualFeedback	ipq_question_nr_1_answer	ipq_question_nr_2_answer	ipq_question_nr_3_answer	ipq_question_nr_4_answer
1.5820000000	n/a	n/a	block_start	n/a	n/a	n/a	start	1	vibro	false	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.2020000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	1	normal	CubeMiddle (UnityEngine.GameObject)	1.540927	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.0740000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.0780000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	1	normal	CubeMiddle (UnityEngine.GameObject)	1.540927	0.859771	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.1740000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.100092	n/a	n/a	n/a	n/a	n/a
9.5660000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
11.5520000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	2	normal	CubeRight (UnityEngine.GameObject)	1.439332	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.2660000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.2700000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	2	normal	CubeRight (UnityEngine.GameObject)	1.439332	0.7044153	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.3780000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1111988	n/a	n/a	n/a	n/a	n/a
14.7600000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
16.8460000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	3	normal	CubeRight (UnityEngine.GameObject)	1.606874	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.4820000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.4860000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	3	normal	CubeRight (UnityEngine.GameObject)	1.606874	0.6256499	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.5840000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1007826	n/a	n/a	n/a	n/a	n/a
19.9740000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
22.2860000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	4	normal	CubeMiddle (UnityEngine.GameObject)	1.917	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.9100000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.9140000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	4	normal	CubeMiddle (UnityEngine.GameObject)	1.917	0.6147134	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.0120000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1024332	n/a	n/a	n/a	n/a	n/a
25.4020000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
27.8140000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	5	normal	CubeLeft (UnityEngine.GameObject)	1.945504	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.4840000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.4880000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	5	normal	CubeLeft (UnityEngine.GameObject)	1.945504	0.6587214	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.5900000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1004448	n/a	n/a	n/a	n/a	n/a
30.9760000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
32.5840000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	6	conflict	CubeMiddle (UnityEngine.GameObject)	1.183979	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.0860000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.0900000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	6	conflict	CubeMiddle (UnityEngine.GameObject)	1.183979	0.4913726	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.1900000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1009541	n/a	n/a	n/a	n/a	n/a
35.5800000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
37.4640000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	7	normal	CubeMiddle (UnityEngine.GameObject)	1.465569	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
38.1000000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
38.1040000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	7	normal	CubeMiddle (UnityEngine.GameObject)	1.465569	0.625772	n/a	n/a	n/a	n/a	n/a	n/a	n/a
38.2120000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1121952	n/a	n/a	n/a	n/a	n/a
40.5920000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
42.0320000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	8	normal	CubeRight (UnityEngine.GameObject)	1.023089	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.6460000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.6500000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	8	normal	CubeRight (UnityEngine.GameObject)	1.023089	0.6032438	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.7480000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1007076	n/a	n/a	n/a	n/a	n/a
45.1380000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
47.0820000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	9	normal	CubeMiddle (UnityEngine.GameObject)	1.489725	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.7620000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.7660000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	9	normal	CubeMiddle (UnityEngine.GameObject)	1.489725	0.6706674	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.8640000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1005653	n/a	n/a	n/a	n/a	n/a
50.2540000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
52.0500000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	10	normal	CubeRight (UnityEngine.GameObject)	1.374722	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.6760000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.6800000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	10	normal	CubeRight (UnityEngine.GameObject)	1.374722	0.6146479	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.7780000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1006025	n/a	n/a	n/a	n/a	n/a
55.1680000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
57.5460000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	11	conflict	CubeLeft (UnityEngine.GameObject)	1.972687	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
58.0920000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
58.0980000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	11	conflict	CubeLeft (UnityEngine.GameObject)	1.972687	0.5367427	n/a	n/a	n/a	n/a	n/a	n/a	n/a
58.1940000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1005705	n/a	n/a	n/a	n/a	n/a
60.5860000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
62.9420000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	12	normal	CubeMiddle (UnityEngine.GameObject)	1.928243	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.6440000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.6500000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	12	normal	CubeMiddle (UnityEngine.GameObject)	1.928243	0.6931045	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.7560000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1123101	n/a	n/a	n/a	n/a	n/a
66.1360000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
68.3700000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	13	normal	CubeRight (UnityEngine.GameObject)	1.771558	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.9820000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.9860000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	13	normal	CubeRight (UnityEngine.GameObject)	1.771558	0.6032817	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.0900000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1010959	n/a	n/a	n/a	n/a	n/a
71.4740000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
73.0600000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	14	conflict	CubeMiddle (UnityEngine.GameObject)	1.07187	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.7080000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.7120000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	14	conflict	CubeMiddle (UnityEngine.GameObject)	1.07187	0.6369157	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.8100000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1009746	n/a	n/a	n/a	n/a	n/a
76.2000000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
78.5900000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	15	normal	CubeLeft (UnityEngine.GameObject)	1.979307	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.3380000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.3420000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	15	normal	CubeLeft (UnityEngine.GameObject)	1.979307	0.7379401	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.4380000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1000984	n/a	n/a	n/a	n/a	n/a
81.8280000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
84.1180000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	16	normal	CubeRight (UnityEngine.GameObject)	1.8733	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.6980000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.7020000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	16	normal	CubeRight (UnityEngine.GameObject)	1.8733	0.5696099	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.8000000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.100463	n/a	n/a	n/a	n/a	n/a
87.1900000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
89.5580000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	17	normal	CubeRight (UnityEngine.GameObject)	1.966372	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.2160000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.2200000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	17	normal	CubeRight (UnityEngine.GameObject)	1.966372	0.6477206	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.3180000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1003714	n/a	n/a	n/a	n/a	n/a
92.7080000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
95.0860000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	18	conflict	CubeLeft (UnityEngine.GameObject)	1.926815	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
95.6880000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
95.6920000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	18	conflict	CubeLeft (UnityEngine.GameObject)	1.926815	0.5924194	n/a	n/a	n/a	n/a	n/a	n/a	n/a
95.7900000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1005144	n/a	n/a	n/a	n/a	n/a
98.1820000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
99.7900000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	19	normal	CubeMiddle (UnityEngine.GameObject)	1.189851	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
100.5700000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
100.5740000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	19	normal	CubeMiddle (UnityEngine.GameObject)	1.189851	0.7710156	n/a	n/a	n/a	n/a	n/a	n/a	n/a
100.6760000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1045227	n/a	n/a	n/a	n/a	n/a
103.0620000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
105.0400000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	20	conflict	CubeRight (UnityEngine.GameObject)	1.535547	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105.5840000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105.5900000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	20	conflict	CubeRight (UnityEngine.GameObject)	1.535547	0.5358138	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105.6860000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1020441	n/a	n/a	n/a	n/a	n/a
108.1060000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
110.0420000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	21	normal	CubeRight (UnityEngine.GameObject)	1.496642	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.7340000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.7400000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	21	normal	CubeRight (UnityEngine.GameObject)	1.496642	0.6713262	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.8380000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1049948	n/a	n/a	n/a	n/a	n/a
113.2160000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
115.3020000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	22	normal	CubeMiddle (UnityEngine.GameObject)	1.632087	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.0200000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.0240000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	22	normal	CubeMiddle (UnityEngine.GameObject)	1.632087	0.6993387	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.1480000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1199818	n/a	n/a	n/a	n/a	n/a
118.5220000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
120.7420000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	23	normal	CubeMiddle (UnityEngine.GameObject)	1.739538	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.4460000000	n/a	n/a	duplicate_event	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.4520000000	n/a	n/a	box_touched	n/a	n/a	n/a	n/a	n/a	ems	n/a	touched	23	normal	CubeMiddle (UnityEngine.GameObject)	1.739538	0.6837151	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.5440000000	n/a	n/a	vibroFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	0.1053831	n/a	n/a	n/a	n/a	n/a
123.9400000000	n/a	n/a	visualFeedback_off	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	off	n/a	n/a	n/a	n/a
125.8160000000	n/a	n/a	box_spawned	n/a	n/a	n/a	n/a	n/a	ems	n/a	spawned	24	normal	CubeRight (UnityEngine.GameObject)	1.461541	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
